schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg,grund
03204,330,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1898-05-10,unsicher,eines,,,urspr. ohne Doppelpunkt
03204,330,stadium_1_name,Ruhrstraße (tlw.),Ruhrstraße (tlw.),Velberter Straße,unsicher,eines,,,urspr. ohne Doppelpunkt
03204,330,stadium_1_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,urspr. ohne Doppelpunkt
03204,330,stadium_2_datum,1898-05-10,1898-05-10,,unsicher,eines,,,urspr. ohne Doppelpunkt
03204,330,stadium_2_name,Velberter Straße,Velberter Straße,,unsicher,eines,,,urspr. ohne Doppelpunkt
03226,334,lemma,Virgiliastraße,Virgilialaße,Virgilstraße,unsicher,eines,,,Anker OCR-korrigiert
03226,334,stadtteile,Rüttenscheid,Rüttenscheid,Rüttenscheid,unsicher,keines,,,Anker OCR-korrigiert
03226,334,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Anker OCR-korrigiert
03226,334,namensgruppe,Weiblicher Vorname,Weiblicher Vorname,Weiblicher Vorname,unsicher,keines,,,Anker OCR-korrigiert
03226,334,verweis_auf,,,,unsicher,keines,,,Anker OCR-korrigiert
03226,334,stadium_1_datum,1911-04-21,1911-04-21,1911-04-21,unsicher,keines,,,Anker OCR-korrigiert
03226,334,stadium_1_name,Virgiliastraße,Virgilialaße,Virgilstraße,unsicher,eines,,,Anker OCR-korrigiert
03241,336,lemma,Von-Einem-Straße,Von-Einem-Straße,Von-Einem-Straße,unsicher,keines,,,Datum: Komma nach Tag
03241,336,stadtteile,Rüttenscheid,Rüttenscheid,Rüttenscheid,unsicher,keines,,,Datum: Komma nach Tag
03241,336,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum: Komma nach Tag
03241,336,namensgruppe,"Person, Mann, Deutscher, Generaloberst","Person, Mann, Deutscher, Generaloberst","Person, Mann, Deutscher, Generaloberst",unsicher,keines,,,Datum: Komma nach Tag
03241,336,verweis_auf,,,,unsicher,keines,,,Datum: Komma nach Tag
03241,336,stadium_1_datum,1887-09-06,1887-09-06,1966-06-08,unsicher,eines,,,Datum: Komma nach Tag
03241,336,stadium_1_name,Ottilienstraße,Ottilienstraße,Von-der-Vogelweide-Straße,unsicher,eines,,,Datum: Komma nach Tag
03241,336,stadium_2_datum,1906-01-26,1906-01-26,1887-01-26,unsicher,eines,,,Datum: Komma nach Tag
03241,336,stadium_2_name,Ortrudstraße,Ortrudstraße,Ottilienstraße,unsicher,eines,,,Datum: Komma nach Tag
03241,336,stadium_3_datum,1937-11-20,1937-11-20,1937-11-20,unsicher,keines,,,Datum: Komma nach Tag
03241,336,stadium_3_name,Von-Einem-Straße,Von-Einem-Straße,Von-Einem-Straße,unsicher,keines,,,Datum: Komma nach Tag
03249,336,lemma,Voßbusch,Voßbusch,Voßbusch,unsicher,keines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,stadtteile,Bredeney,Bredenei,Bredeney,unsicher,eines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,namensgruppe,Flurname,Flurname,Flurname,unsicher,keines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,verweis_auf,,,,unsicher,keines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Voßbuschstraße (nicht normalisierbar),unsicher,eines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,stadium_1_name,! Voßbuschstraße,Voßbuschstraße,Voßbusch,unsicher,eines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,stadium_1_urspruenglich,wahr,wahr,wahr,unsicher,keines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,stadium_2_datum,1915-07-09,1915-07-09,,unsicher,eines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03249,336,stadium_2_name,Voßbusch,Voßbusch,,unsicher,eines,,,Namensstadium auffällig; urspr. ohne Doppelpunkt
03333,342,lemma,Wehnertweg,Wehnertweg,Wehnertweg,unsicher,keines,,,Datum: Komma nach Tag
03333,342,stadtteile,Stadtwald,Stadtwald,Stadtwald,unsicher,keines,,,Datum: Komma nach Tag
03333,342,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum: Komma nach Tag
03333,342,namensgruppe,"Person, Mann, Deutscher, Schlosser, Kruppscher Beamter, Siedlung","Person, Mann, Deutscher, Schlosser, Kruppscher Beamter, Siedlung","Person, Mann, Deutscher, Schlosser, Kruppscher Beamter, Siedlung",unsicher,keines,,,Datum: Komma nach Tag
03333,342,verweis_auf,,,,unsicher,keines,,,Datum: Komma nach Tag
03333,342,stadium_1_datum,1894,1894,1910-09-16,unsicher,eines,,,Datum: Komma nach Tag
03333,342,stadium_1_name,Altenhof,Altenhof,Altenhof II (tlw.),unsicher,eines,,,Datum: Komma nach Tag
03333,342,stadium_2_datum,1910-09-16,1910-09-16,1935-10-14,unsicher,eines,,,Datum: Komma nach Tag
03333,342,stadium_2_name,Altenhof II (tlw.),Altenhof II (tlw.),Wehnertweg,unsicher,eines,,,Datum: Komma nach Tag
03333,342,stadium_3_datum,1935-10-14,1935-10-14,,unsicher,eines,,,Datum: Komma nach Tag
03333,342,stadium_3_name,Wehnertweg,Wehnertweg,,unsicher,eines,,,Datum: Komma nach Tag
03359,344,lemma,Weserstraße,Weserstraße,Weserstraße,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadtteile,Bergerhausen,Bergerhausen,Bergerhausen,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,namensgruppe,Gewässer,Gewässer,Gewässer,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,verweis_auf,,,,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadium_1_datum,1903-02-04,1903-02-04,1903-02-04,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadium_1_name,Alfredusstraße,Alfredusstraße,Alfredußstraße,unsicher,eines,,,Klammerzusatz ergänzt
03359,344,stadium_2_datum,1910-09-16,1910-09-16,1910-09-16,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadium_2_name,Weserstraße,Weserstraße,Weserstraße,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadium_3_datum,1936-01-15,1936-01-15,1936-01-15,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadium_3_name,Joseph-Hommer-Weg (Umb.),Joseph-Hommer-Weg (Umb.),Joseph-Hommer-Weg (Umb.),unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadium_4_datum,1945-06-13,1945-06-13,1945-06-13,unsicher,keines,,,Klammerzusatz ergänzt
03359,344,stadium_4_name,Weserstraße (Umb.),Weserstraße (Umb.),Weserstraße (Umb.),unsicher,keines,,,Klammerzusatz ergänzt
03379,347,lemma,Wiedbach,Wiedbach,Wiedbach,unsicher,keines,,,Straßenklasse ohne Marker
03379,347,stadtteile,Bedingrade; Gerschede,Bedingrade; Gerschede,Bedingrade; Gerschede,unsicher,keines,,,Straßenklasse ohne Marker
03379,347,strassenklasse,Gemeindestraße,Gemeindestraße,"Stadt- und Ort, Gewässer, Siedlung",unsicher,eines,,,Straßenklasse ohne Marker
03379,347,namensgruppe,"Stadt und Ort, Gewässer, Siedlung","Stadt und Ort, Gewässer, Siedlung",Wiedbach,unsicher,eines,,,Straßenklasse ohne Marker
03379,347,verweis_auf,Bieberweg,Bieberweg,,unsicher,eines,,,Straßenklasse ohne Marker
03379,347,stadium_1_datum,1938-10-21,1938-10-21,1938-10-21,unsicher,keines,,,Straßenklasse ohne Marker
03379,347,stadium_1_name,Wiedbach,Wiedbach,Wiedbach,unsicher,keines,,,Straßenklasse ohne Marker
03448,347,lemma,Wieselweg,Wieselweg,Wieselweg,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,lemma,Wieselweg,Wieselweg,Wieselweg,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadtteile,Altenessen-Süd; Vogelheim,Altenessen-Süd; Vogelheim,Altenessen-Süd; Vogelheim,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadtteile,Altenessen-Süd; Vogelheim,Altenessen-Süd; Vogelheim,Altenessen-Süd; Vogelheim,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,namensgruppe,"Person, Mann, Deutscher, Jäger","Person, Mann, Deutscher, Jäger","Person, Mann, Deutscher, Jäger",unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,namensgruppe,"Person, Mann, Deutscher, Jäger","Person, Mann, Deutscher, Jäger","Person, Mann, Deutscher, Jäger",unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,verweis_auf,,,,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,verweis_auf,,,,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_datum,1962-11-12,1962-11-12,1962-11-12,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_datum,1962-11-12,1962-11-12,1962-11-12,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_datum,1962-11-12,1962-11-12,1962-11-12,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_datum,1962-11-12,1962-11-12,1962-11-12,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_name,Wangeroogeweg,Wangeroogeweg,Wangeroogewog,unsicher,eines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_name,Wangeroogeweg,Wangeroogeweg,Wangeroogewog,unsicher,eines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_name,Wangeroogeweg,Wangeroogeweg,Wangeroogewog,unsicher,eines,,,Schlüsselnummer mehrfach
03448,347,stadium_1_name,Wangeroogeweg,Wangeroogeweg,Wangeroogewog,unsicher,eines,,,Schlüsselnummer mehrfach
03448,347,stadium_2_datum,1898-03-11,1898-03-11,1898-03-11,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadium_2_datum,1898-03-11,1898-03-11,1898-03-11,unsicher,keines,,,Schlüsselnummer mehrfach
03448,347,stadium_2_name,Hülsenbruchstraße (tlw.),Hülsebruchstraße (tlw.),Hülsenbruchstraße (tlw.),unsicher,eines,,,Schlüsselnummer mehrfach
03448,347,stadium_2_name,Hülsenbruchstraße (tlw.),Hülsebruchstraße (tlw.),Hülsenbruchstraße (tlw.),unsicher,eines,,,Schlüsselnummer mehrfach
01542,348,lemma,Wiesmannskotten,Wiesmannskotten,Wiesmannskotten,unsicher,keines,,,Datum: Komma nach Tag
01542,348,stadtteile,Stoppenberg,Stoppenberg,Stoppenberg,unsicher,keines,,,Datum: Komma nach Tag
01542,348,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum: Komma nach Tag
01542,348,namensgruppe,Kotten,Kotten,Kotten,unsicher,keines,,,Datum: Komma nach Tag
01542,348,verweis_auf,,,,unsicher,keines,,,Datum: Komma nach Tag
01542,348,stadium_1_datum,1999-08-03,1999-08-03,1999-08-03,unsicher,keines,,,Datum: Komma nach Tag
01542,348,stadium_1_name,Wiesmannskotten,Wiesmannskotten,Wiesmannskotten,unsicher,keines,,,Datum: Komma nach Tag
03459,349,lemma,Wilhelm-Segerath-Straße,Wilhelm-Segerath-Straße,Wilhelm-Segerath-Straße,unsicher,keines,,,Datum ohne Doppelpunkt
03459,349,stadtteile,Frintrop,Frintrop,Frintrop,unsicher,keines,,,Datum ohne Doppelpunkt
03459,349,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum ohne Doppelpunkt
03459,349,namensgruppe,"Person, Mann, Deutscher, Geistlicher","Person, Mann, Deutscher, Geistlicher","Person, Mann, Deutscher, Geistlicher",unsicher,keines,,,Datum ohne Doppelpunkt
03459,349,verweis_auf,,,,unsicher,keines,,,Datum ohne Doppelpunkt
03459,349,stadium_1_datum,1976-12-08,1976-12-08,1976-12-08,unsicher,keines,,,Datum ohne Doppelpunkt
03459,349,stadium_1_name,Wilhelm-Segerath-Straße,Wilhelm-Segerath-Straße,Wilhelm-Segerath-Straße,unsicher,keines,,,Datum ohne Doppelpunkt
03440,355,lemma,Wüstenhöferstraße,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadtteile,Alten-dorf; Bochold; Borbeck-Mitte,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,strassenklasse,Kreisstraße; Gemeindestraße,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,namensgruppe,"Person, Mann, Deutscher, Generaldirektor, Industrieller",,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,verweis_auf,,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_1_datum,"(urspr., kein Datum)",,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_1_name,Styrumer Straße,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_1_urspruenglich,wahr,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_2_datum,1891,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_2_name,Kuhstraße (Teil von Borbecker bis Bocholder Straße),,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_3_datum,1895-11-28,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_3_name,Buschstraße (tlw.),,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_4_datum,1933-11-27,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_4_name,Wüstenhöferstraße,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_5_datum,1934-01-12,,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03440,355,stadium_5_name,Wüstenhöferstraße (Verl.),,,unsicher,unlesbar,,,urspr. ohne Doppelpunkt
03493,356,lemma,208 ff Zeche Ernestine,Zeche Ernestine,,unsicher,eines,,,Lemma auffällig (Form)
03493,356,stadtteile,Stoppenberg,Stoppenberg,,unsicher,eines,,,Lemma auffällig (Form)
03493,356,strassenklasse,Gemeindestraße,Gemeindestraße,,unsicher,eines,,,Lemma auffällig (Form)
03493,356,namensgruppe,Bergbau,Bergbau,,unsicher,eines,,,Lemma auffällig (Form)
03493,356,verweis_auf,,,,unsicher,keines,,,Lemma auffällig (Form)
03493,356,stadium_1_datum,1910-12-20,1910-12-20,,unsicher,eines,,,Lemma auffällig (Form)
03493,356,stadium_1_name,Zechenstraße (tlw.),Zechenstraße (tlw.),,unsicher,eines,,,Lemma auffällig (Form)
03493,356,stadium_2_datum,1933-11-27,1933-11-27,,unsicher,eines,,,Lemma auffällig (Form)
03493,356,stadium_2_name,Zeche Ernestine,Zeche Ernestine,,unsicher,eines,,,Lemma auffällig (Form)
03499,357,lemma,Zementstraße,Zementstraße,Zementstraße,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,stadtteile,Kupferdreh,Kupferdreh,Kupferdreh,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,namensgruppe,Industrie und Wirtschaft,Industrie und Wirtschaft,Industrie und Wirtschaft,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,verweis_auf,,,,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,stadium_1_datum,1901-01-30,1901-01-30,1901-01-30,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,stadium_1_name,Cementstraße,Cementstraße,Cementstraße,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,stadium_2_datum,1934-06-05,1934-06-05,1934-06-05,unsicher,keines,,,Straßenklasse ohne Marker
03499,357,stadium_2_name,Zementstraße,Zementstraße,Zementstraße,unsicher,keines,,,Straßenklasse ohne Marker
